-4.30827341847,3.46364262117,-1.50902409428,-6.12430922139,-16.6934019838,-0.0972465621646,0.457127606071,159.685668723,9.20029279104,26.1157593062,-147.606340408,3.10688378357,2.41776208562,9.35181678749,-2.159616708,9.4978686028,6.07442752333,0.84536649216,4.40149732454,-6.2906610964,1.75866676146,-42.128107643,-4.70688361139,-10.6919868243,21.4444295253,-42.7041248581,-2.43337744329,-0.501154620444,28.6036132835,-4.50662073767,-19.3917590069,-0.160148407804,-4.88827177191,0.934105927789,-1.05895276738,-12.8774236958,-9.88794205835,100.504735512,-5.47566050278,2.33001300222,4.97736399054,-0.859249531629,4.52570272623,2.16455019169,-3.55228919203,2.16847115019,2.57918053937,0.174426785239,-0.216088884116,-22.8356765937|
-0.22,0.87,0.84,0.18,0.68,-0.45,0.79,0.19,-0.37,0.47,0.5,0.79,-0.75,0.55,-0.3,0.92,0.24,-0.27,0.63,0.57,0.6,-0.31,0.72,-0.43,0.14,-0.65,-0.85,-0.99,-0.28,-0.07,-0.69,-0.73,-0.38,-0.01,-0.12,-0.33,0.26,0.86,-0.13,-0.74,0.86,0.06,-0.16,0.15,0.67,-0.56,-0.55,0.81,0.18,0.11|
0.61,-0.04,0.52,0.38,0.17,-0.83,-0.94,0.86,0.35,0.85,-0.66,-0.16,-0.03,0.22,-0.2,-0.2,-0.85,0.17,-0.13,0.81,-0.56,0.69,-0.73,-0.89,0.34,0.83,-0.82,-0.47,-0.96,0.49,0.08,0.96,-0.32,0.84,0.31,0.42,-0.32,0.37,0.67,-0.57,0.22,-0.53,0.82,0.73,-0.36,-0.97,0.71,0.35,1.0,0.2|
-0.39,-0.61,0.5,-0.88,-0.34,0.36,0.03,-0.75,-0.15,-0.93,0.8,-1.0,0.19,-0.66,0.26,-0.13,-0.81,0.26,-0.24,0.13,-0.82,0.8,-0.71,-0.47,0.21,-0.13,0.37,-0.27,-0.7,-0.99,0.33,0.33,0.13,0.27,0.5,-0.38,0.38,0.38,-0.8,-0.85,-0.93,0.33,-0.03,-0.01,-0.09,0.77,-0.31,0.19,0.97,-0.18|
-0.87,-0.72,-0.73,0.34,0.73,-0.82,-0.34,0.06,-0.31,-0.62,0.03,0.77,-0.82,-0.93,0.21,0.13,0.51,-0.51,0.9,-0.63,0.79,-0.94,-0.82,0.96,0.39,-0.14,-0.33,0.54,-0.64,-0.1,-0.75,0.18,0.82,-0.31,-0.68,0.59,-0.33,-0.73,0.38,-0.37,-0.91,0.44,0.78,-0.11,0.49,0.08,0.0,0.0,-0.69,-0.92|
4.29018860248,5.32444281227,4.51045731518,3.48025144585,-0.83623918166,4.66444035768,4.7157165264,13.4479495813,5.43468119153,1.60346772831,-6.26997410171,5.27123568364,5.10660007667,5.51857390024,4.46573324532,5.29726638823,5.73480238646,4.76525950903,5.49194226684,3.25173554897,4.95847766134,-2.68800041379,4.11190356129,0.605246350586,1.3734760642,-2.72770811327,4.38433461094,4.67946992754,1.74362818898,4.14799525704,-1.15936795529,4.57129802894,3.98617825356,4.82035528885,4.55005808763,-0.0787368345376,0.83812099214,6.44998724863,3.86933383353,5.11613974493,5.60762915392,4.52124103962,5.52821895664,5.07047506403,4.22337114989,5.02965186336,5.11784496753,4.64614456163,4.66030740821,-1.41756141685#
-2.18390744722,-2.24743561904,0.232613542115|
1.41022637939,2.16582518132,0.259021962699|
-0.945295107759,-0.912639936855,0.0147129277687|
-3.74744077659,-2.81338257848,0.958190502789|
-6.89190218532,-7.41167582248,4.71889748567|
-0.409513892649,0.344593261384,0.0111179961454|
-0.341683407848,0.349322864813,0.108734350256|
23.9883800996,30.3532911311,50.9616015053|
3.08799440075,5.60758959475,-0.647162754522|
7.17174663346,13.6615534251,-6.05330488718|
-22.9072411993,-33.7569428464,-49.4845270847|
1.04788326836,1.70851456331,0.287730888112|
0.512622044561,1.63262218274,0.231171485439|
3.35441516663,5.43063980341,-0.590602024801|
-1.19063828721,-1.25524773194,0.0403325326324|
3.17451132092,5.76374918148,-0.816625075066|
2.25694268217,3.46272992015,0.247746214442|
-0.467194195507,0.6656244715,0.134858732505|
1.28687039627,2.69474907387,0.302930494447|
-3.6745104606,-3.09238080241,1.1333487391|
-0.0592394431435,1.36263423868,0.200318015074|
-14.1718168206,-20.3918086203,9.54930290002|
-2.38788700101,-2.68915966706,0.410202051104|
-4.72736000565,-4.96417329641,3.30006307098|
5.75444008388,10.6842394537,-5.58739848736|
-14.5065649389,-20.4787023222,9.68302924677|
-2.02484189571,-1.01963733819,0.0978304051649|
0.0864356217283,-0.486529850525,-0.0548890658666|
7.78761795432,15.3004543598,-6.08958987331|
-2.67252721913,-2.27189499384,0.365548677003|
-7.96113205214,-8.71732880006,5.27064483779|
-1.35014752154,0.618855461174,0.0772461990029|
-3.17394824112,-2.32380745477,0.515467137585|
0.0785220486728,0.663157897112,0.137380146174|
-0.973020067896,-0.346253925189,-0.0019880734722|
-5.92115549038,-5.50229469762,3.84842263832|
-4.46828143423,-4.66838882103,3.08162436983|
12.6906831183,29.354418089,-29.4644780644|
-2.88334627026,-2.92658718076,0.642933532117|
0.831099905841,1.31850273963,0.244857506323|
1.92598727077,2.7476650736,0.313663349748|
-1.24617581404,-0.076279048695,0.0408682039876|
1.77239438764,2.58064170393,0.303830922609|
0.471164847996,1.30543781317,0.240793966653|
-2.61381363213,-1.69653183325,0.263440116185|
0.152922532117,1.60991588527,0.196948963376|
0.137670819215,1.95484913533,0.237055772776|
-0.726559712319,0.251650724606,0.0965139057613|
-0.169307303807,-0.0297360355102,0.0397433727322|
-8.97427186873,-10.6996891229,5.91691844939|
18.4540746325,5.19544057148,-4.10445671335
